<NOISE> 1.0	NSN
ปะ 1.0	p a ʔ2
ปะการัง 1.0	p a2 k aː1 r a ŋ1
ปะทะ 1.0	p a2 tʰ a ʔ4
ปะทุ 1.0	p a2 tʰ u ʔ4
ปะระโลกย 1.0	p a2 r a4 l oː k̚3
ปะแล่ม 1.0	p a2 l ɛː m3
ปัก 1.0	p a k̚2
ปักกิ่ง 1.0	p a k̚2 k i ŋ2
ปักษา 1.0	p a k̚2 s aː5
ปักษิน 1.0	p a k̚2 s i n5
ปักษี 1.0	p a k̚2 s iː5
ปักเป้า 1.0	p a k̚2 k a2 p a w3
ปักเป้า 1.0	p a k̚4 k a2 p a w3
ปัง 1.0	p a ŋ1
ปังตอ 1.0	p a ŋ1 t ɔː1
ปัจจัย 1.0	p a t̚2 t͡ɕ a j1
ปัจจุบัน 1.0	p a t̚2 t͡ɕ u2 b a n1
ปัจฉิม 1.0	p a t̚2 t͡ɕʰ i m5
ปัจฉิม 1.0	p a t̚2 t͡ɕʰ i m5 m a4
ปัจฉิมบท 1.0	p a t̚2 t͡ɕʰ i m5 m a4 b o t̚2
ปัจฉิมบท 1.0	p a t̚2 t͡ɕʰ i m5 b o t̚2
ปัญจาบ 1.0	p a n1 t͡ɕ aː p̚2
ปัญญา 1.0	p a n1 j aː1
ปัญญาจารย์ 1.0	p a n1 j aː1 t͡ɕ aː n1
ปัญญาชน 1.0	p a n1 j aː1 t͡ɕʰ o n1
ปัญญาประดิษฐ์ 1.0	p a n1 j aː1 p r a2 d i t̚2
ปัญญาอ่อน 1.0	p a n1 j aː1 ʔ ɔː n2
ปัญหา 1.0	p a n1 h aː5
ปัญหาข้อเท็จจริง 1.0	p a n1 h aː5 kʰ ɔː3 tʰ e t̚4 t͡ɕ i ŋ1
ปัญหาโลกแตก 1.0	p a n1 h aː5 l oː k̚3 t ɛː k̚2
ปัณฑุกัมพล 1.0	p a n1 d u2 k a m1 pʰ o n1
ปัด 1.0	p a t̚2
ปัดถู 1.0	p a t̚2 tʰ uː5
ปัดฝุ่น 1.0	p a t̚2 f u n2
ปัดเป่า 1.0	p a t̚2 p a w2
ปัดโธ่ 1.0	p a t̚2 tʰ oː3
ปัตตานี 1.0	p a t̚2 t aː1 n iː1
ปัทมา 1.0	p a t̚2 tʰ a4 m aː1
ปัน 1.0	p a n1
ปัสสาวะ 1.0	p a t̚2 s aː5 w a ʔ4
ปั่น 1.0	p a n2
ปั่นป่วน 1.0	p a n2 p u a̯ n2
ปั้น 1.0	p a n3
ปั้นจั่น 1.0	p a n3 t͡ɕ a n2
ปั้ม 1.0	p a m3
ปั้มน้ำมัน 1.0	p a m3 n aː m4 m a n1
ปั๊บ 1.0	p a p̚4
ปั๊ม 1.0	p a m4
ปั๊มน้ำมัน 1.0	p a m4 n a m4 m a n1
ปา 1.0	p aː1
ปาก 1.0	p aː k̚2
ปากกา 1.0	p aː k̚2 k aː1
ปากกาคมกว่าดาบ 1.0	p aː k̚2 k aː1 kʰ o m1 k w aː2 d aː p̚2
ปากคนยาวกว่าปากกา 1.0	p aː k̚2 kʰ o n1 j aː w1 k w aː2 p aː k̚2 k aː1
ปากคำ 1.0	p aː k̚2 kʰ a m1
ปากท้อง 1.0	p aː k̚2 tʰ ɔː ŋ4
ปากปลาร้า 1.0	p aː k̚2 p l aː1 r aː4
ปากว่าตาขยิบ 1.0	p aː k̚2 w aː3 t aː1 kʰ a2 j i p̚2
ปากหมา 1.0	p aː k̚2 m aː5
ปากหวาน 1.0	p aː k̚2 w aː n5
ปากีสถาน 1.0	p aː1 k iː1 s a2 tʰ aː n5
ปากใบ 1.0	p aː k̚2 b a j1
ปาขี้ 1.0	p aː1 kʰ iː3
ปาง 1.0	p aː ŋ1
ปาฏิหาริย์ 1.0	p aː1 t i2 h aː n5
ปาด 1.0	p aː t̚2
ปาดหน้า 1.0	p aː t̚2 n aː3
ปาทังกา 1.0	p aː1 tʰ a ŋ1 k aː1
ปาท่องโก๋ 1.0	p aː1 tʰ ɔ ŋ3 k oː5
ปาน 1.0	p aː n1
ปาน 1.0	p aː1 n a4
ปานามา 1.0	p aː1 n aː1 m aː1
ปาปัวนิวกินี 1.0	p aː1 p u a̯1 n i w1 k i2 n iː1
ปารากวัย 1.0	p aː1 r aː1 k w a j1
ปารีส 1.0	p aː1 r iː s3
ปาร์ตี้ 1.0	p aː1 t iː3
ปาลีกีร์ 1.0	p aː1 l iː1 k iː1
ปาล์ม 1.0	p aː m1
ปาเลสไตน์ 1.0	p aː1 l eː s4 t aː j1
ปาเลา 1.0	p aː1 l a w1
ปิกนิก 1.0	p i k̚4 n i k̚4
ปิงปอง 1.0	p i ŋ1 p ɔ ŋ1
ปิด 1.0	p i t̚2
ปิดตาย 1.0	p i t̚2 t aː j1
ปิดทองหลังพระ 1.0	p i t̚2 tʰ ɔː ŋ1 l a ŋ5 pʰ r a ʔ4
ปิดสวิตช์ 1.0	p i t̚2 s a2 w i t̚4
ปิดหีบ 1.0	p i t̚2 h iː p̚2
ปิตร 1.0	p i t̚2 t r a2
ปิตาธิปไตย 1.0	p i2 t aː1 tʰ i4 p a2 t a j1
ปิตาธิปไตย 1.0	p i2 t aː1 tʰ i p̚4 p a2 t a j1
ปิติ 1.0	p i2 t i ʔ2
ปิตุฆาต 1.0	p i2 t u2 kʰ aː t̚3
ปิตุลา 1.0	p i2 t u2 l aː1
ปิศาจ 1.0	p i2 s aː t̚2
ปิศาจบดี 1.0	p i2 s aː5 t͡ɕ a2 b ɔː1 d iː1
ปิโตรเลียม 1.0	p i2 t r oː1 l i a̯ m1
ปิโตรเลียม 1.0	p i2 t r oː1 l i a̯ m3
ปิ่น 1.0	p i n2
ปิ่นโต 1.0	p i n2 t oː1
ปิ้ง 1.0	p i ŋ3
ปิ๊ง 1.0	p i ŋ4
ปี 1.0	p iː1
ปีก 1.0	p iː k̚2
ปีกกล้าขาแข็ง 1.0	p iː k̚2 k l aː3 kʰ aː5 kʰ ɛ ŋ5
ปีกกา 1.0	p iː k̚2 k aː1
ปีกลาย 1.0	p iː1 k l aː j1
ปีติ 1.0	p iː1 t i ʔ2
ปีน 1.0	p iː n1
ปีบ 1.0	p iː p̚2
ปีมะโว้ 1.0	p iː1 m a4 w oː4
ปีย์รติ 1.0	p iː1 r a4 t i ʔ2
ปีศาจ 1.0	p iː1 s aː t̚2
ปีแสง 1.0	p iː1 s ɛː ŋ5
ปีใหม่ 1.0	p iː1 m a j2
ปี่ 1.0	p iː2
ปี่จุม 1.0	p iː2 t͡ɕ u m1
ปี่พาทย์ 1.0	p iː2 pʰ aː t̚3
ปี้ 1.0	p iː3
ปี๊บ 1.0	p iː p̚4
ปึก 1.0	p ɯ k̚2
ปืน 1.0	p ɯː n1
ปืนกล 1.0	p ɯː n1 k o n1
ปืนกลมือ 1.0	p ɯː n1 k o n1 m ɯː1
ปืนครก 1.0	p ɯː n1 kʰ r o k̚4
ปืนฉีดน้ำ 1.0	p ɯː n1 t͡ɕʰ iː t̚2 n aː m4
ปืนพก 1.0	p ɯː n1 pʰ o k̚4
ปืนลม 1.0	p ɯː n1 l o m1
ปืนลูกซอง 1.0	p ɯː n1 l uː k̚3 s ɔː ŋ1
ปืนสั้น 1.0	p ɯː n1 s a n3
ปืนเล็กยาว 1.0	p ɯː n1 l e k̚4 j aː w1
ปืนใหญ่ 1.0	p ɯː n1 j a j2
ปืนไฟ 1.0	p ɯː n1 f a j1
ปือ 1.0	p ɯː1
ปุ 1.0	p u ʔ2
ปุจฉา 1.0	p u t̚2 t͡ɕʰ aː5
ปุบปับ 1.0	p u p̚2 p a p̚2
ปุย 1.0	p u j1
ปุ่ม 1.0	p u m2
ปุ่มกด 1.0	p u m2 k o t̚2
ปุ๊บ 1.0	p u p̚4
ปุ๋ย 1.0	p u j5
ปุ๋ยคอก 1.0	p u j5 kʰ ɔː k̚3
ปู 1.0	p uː1
ปูด 1.0	p uː t̚2
ปูน 1.0	p uː n1
ปูนปลาสเตอร์ 1.0	p uː n1 p l aː s4 t ɤː3
ปูม 1.0	p uː m1
ปูอัด 1.0	p uː1 ʔ a t̚2
ปูเสฉวน 1.0	p uː1 s eː5 t͡ɕʰ u a̯ n5
ปู่ 1.0	p uː2
ปู้อี 1.0	p uː3 ʔ iː1
ป่น 1.0	p o n2
ป่วน 1.0	p u a̯ n2
ป่วย 1.0	p u a̯ j2
ป่อง 1.0	p ɔ ŋ2
ป่ะ 1.0	p a ʔ2
ป่า 1.0	p aː2
ป่าชายเลน 1.0	p aː2 t͡ɕʰ aː j1 l eː n1
ป่าช้า 1.0	p aː2 t͡ɕʰ aː4
ป่าดงพงไพร 1.0	p aː2 d o ŋ1 pʰ o ŋ1 pʰ r a j1
ป่าดิบชื้น 1.0	p aː2 d i p̚2 t͡ɕʰ ɯː n4
ป่าน 1.0	p aː n2
ป่าฝน 1.0	p aː2 f o n5
ป่าว 1.0	p aː w2
ป่าเถื่อน 1.0	p aː2 tʰ ɯ a̯ n2
ป่าโกงกาง 1.0	p aː2 k oː ŋ1 k aː ŋ1
ป่าโมก 1.0	p aː2 m oː k̚3
ป่าไม้ 1.0	p aː2 m aː j4
ป้อง 1.0	p ɔ ŋ3
ป้องกัน 1.0	p ɔ ŋ3 k a n1
ป้อน 1.0	p ɔː n3
ป้อม 1.0	p ɔ m3
ป้อมตำรวจ 1.0	p ɔ m3 t a m1 r u a̯ t̚2
ป้า 1.0	p aː3
ป้าย 1.0	p aː j3
ป้ายรถเมล์ 1.0	p aː j3 r o t̚4 m eː1
ป้ายสี 1.0	p aː j3 s iː5
ป้ายโฆษณา 1.0	p aː j3 kʰ oː t̚3 s a2 n aː1
ป๊อปคอร์น 1.0	p ɔ p̚4 kʰ ɔ n1
ผ 1.0	pʰ ɔː5
ผคม 1.0	pʰ a2 kʰ o m1
ผง 1.0	pʰ o ŋ5
ผงก 1.0	pʰ a2 ŋ o k̚2
ผงชูรส 1.0	pʰ o ŋ5 t͡ɕʰ uː1 r o t̚4
ผงซักฟอก 1.0	pʰ o ŋ5 s a k̚4 f ɔː k̚3
ผงฟู 1.0	pʰ o ŋ5 f uː1
ผงะ 1.0	pʰ a2 ŋ a ʔ2
ผจญภัย 1.0	pʰ a2 t͡ɕ o n1 pʰ a j1
ผณิ 1.0	pʰ a2 n i ʔ4
ผณิน 1.0	pʰ a2 n i n1
ผด 1.0	pʰ o t̚2
ผดุง 1.0	pʰ a2 d u ŋ1
ผดุงครรภ์ 1.0	pʰ a2 d u ŋ1 kʰ a n1
ผตห. 1.0	pʰ ɔː5 t ɔː1 h ɔː5
ผทม 1.0	pʰ a2 tʰ o m1
ผนวช 1.0	pʰ a2 n u a̯ t̚2
ผนัง 1.0	pʰ a2 n a ŋ5
ผบห. 1.0	pʰ ɔː5 b ɔː1 h ɔː5
ผปค. 1.0	pʰ ɔː5 p ɔː1 kʰ ɔː1
ผม 1.0	pʰ o m5
ผมปลอม 1.0	pʰ o m5 p l ɔː m1
ผมรักคุณ 1.0	pʰ o m5 r a k̚4 kʰ u n1
ผยอง 1.0	pʰ a2 j ɔː ŋ5
ผล 1.0	pʰ o n5
ผล 1.0	pʰ o n5 l a4
ผลกระทบ 1.0	pʰ o n5 k r a2 tʰ o p̚4
ผลคูณ 1.0	pʰ o n5 kʰ uː n1
ผลงาน 1.0	pʰ o n5 ŋ aː n1
ผลต่าง 1.0	pʰ o n5 t aː ŋ2
ผลต้นโอ๊ก 1.0	pʰ o n5 t o n3 ʔ oː k̚4
ผลประโยชน์ทับซ้อน 1.0	pʰ o n5 p r a2 j oː t̚2 tʰ a p̚4 s ɔː n4
ผลผลิตพลอยได้ 1.0	pʰ o n5 pʰ a2 l i t̚2 pʰ l ɔː j1 d aː j3
ผลพลอยได้ 1.0	pʰ o n5 pʰ l ɔː j1 d aː j3
ผลลัพธ์ 1.0	pʰ o n5 l a p̚4
ผลหมากรากไม้ 1.0	pʰ o n5 l a4 m aː k̚2 r aː k̚3 m a j4
ผลัก 1.0	pʰ l a k̚2
ผลักดัน 1.0	pʰ l a k̚2 d a n1
ผลักภาระ 1.0	pʰ l a k̚2 pʰ aː1 r a ʔ4
ผลัด 1.0	pʰ l a t̚2
ผลาญ 1.0	pʰ l aː n5
ผลิ 1.0	pʰ l i ʔ2
ผลิต 1.0	pʰ a2 l i t̚2
ผลิต 1.0	pʰ a2 l i t̚2 t a2
ผลิตภัณฑ์ 1.0	pʰ a2 l i t̚2 t a2 pʰ a n1
ผลิตภัณฑ์นม 1.0	pʰ a2 l i t̚2 tʰ a4 pʰ a n1 n o m1
ผลิตภาพ 1.0	pʰ a2 l i t̚2 t a2 pʰ aː p̚3
ผลึก 1.0	pʰ a2 l ɯ k̚2
ผลไม้ 1.0	pʰ o n5 l a4 m aː j4
ผวา 1.0	pʰ a2 w aː5
ผศ. 1.0	pʰ ɔː5 s ɔː5
ผสม 1.0	pʰ a2 s o m5
ผสมเกสร 1.0	pʰ a2 s o m5 k eː1 s ɔː n5
ผอบ 1.0	pʰ a2 ʔ o p̚2
ผอม 1.0	pʰ ɔː m5
ผัก 1.0	pʰ a k̚2
ผักกาด 1.0	pʰ a k̚2 k aː t̚2
ผักกาดก้านขาว 1.0	pʰ a k̚2 k aː t̚2 k aː n3 kʰ aː w5
ผักกาดหอม 1.0	pʰ a k̚2 k aː t̚2 h ɔː m5
ผักชีโรยหน้า 1.0	pʰ a k̚2 t͡ɕʰ iː1 r oː j1 n aː3
ผักสลัด 1.0	pʰ a k̚2 s a2 l a t̚2
ผักโขม 1.0	pʰ a k̚2 kʰ oː m5
ผัง 1.0	pʰ a ŋ5
ผัด 1.0	pʰ a t̚2
ผัดซีอิ๊ว 1.0	pʰ a t̚2 s iː1 ʔ i w4
ผัดผ่อน 1.0	pʰ a t̚2 pʰ ɔ n2
ผัดพริกขิง 1.0	pʰ a t̚2 pʰ r i k̚4 kʰ i ŋ5
ผัดไท 1.0	pʰ a t̚2 tʰ a j1
ผัดไทย 1.0	pʰ a t̚2 tʰ a j1
ผัน 1.0	pʰ a n5
ผับ 1.0	pʰ a p̚2
ผัว 1.0	pʰ u a̯5
ผัวเดียวเมียเดียว 1.0	pʰ u a̯5 d i a̯ w1 m i a̯1 d i a̯ w1
ผา 1.0	pʰ aː5
ผาก 1.0	pʰ aː k̚2
ผาย 1.0	pʰ aː j5
ผายลม 1.0	pʰ aː j5 l o m1
ผาสุก 1.0	pʰ aː5 s u k̚2
ผาสุข 1.0	pʰ aː5 s u k̚2
ผิ 1.0	pʰ i ʔ2
ผิง 1.0	pʰ i ŋ5
ผิด 1.0	pʰ i t̚2
ผิดผี 1.0	pʰ i t̚2 pʰ iː5
ผิดพลาด 1.0	pʰ i t̚2 pʰ l aː t̚3
ผิดหวัง 1.0	pʰ i t̚2 w a ŋ5
ผิดเป็นครู 1.0	pʰ i t̚2 p e n1 kʰ r uː1
ผิดใจ 1.0	pʰ i t̚2 t͡ɕ a j1
ผิว 1.0	pʰ i w5
ผิวขาว 1.0	pʰ i w5 kʰ aː w5
ผิวปาก 1.0	pʰ i w5 p aː k̚2
ผิวหนัง 1.0	pʰ i w5 n a ŋ5
ผี 1.0	pʰ iː5
ผีขนุน 1.0	pʰ iː5 kʰ a2 n u n5
ผีซ้ำกรรมซัด 1.0	pʰ iː5 s a m4 k a m1 s a t̚4
ผีซ้ำด้ำพลอย 1.0	pʰ iː5 s a m4 d a m3 pʰ l ɔː j1
ผีดิบ 1.0	pʰ iː5 d i p̚2
ผีดูดเลือด 1.0	pʰ iː5 d uː t̚2 l ɯ a̯ t̚3
ผีถ้วยแก้ว 1.0	pʰ iː5 tʰ u a̯ j3 k ɛː w3
ผีน้อย 1.0	pʰ iː5 n ɔː j4
ผีพุ่งไต้ 1.0	pʰ iː5 pʰ u ŋ3 t aː j3
ผีฟ้า 1.0	pʰ iː5 f aː4
ผีอำ 1.0	pʰ iː5 ʔ a m1
ผีเจาะปาก 1.0	pʰ iː5 t͡ɕ ɔ ʔ2 p aː k̚2
ผีเน่ากับโลงผุ 1.0	pʰ iː5 n a w3 k a p̚2 l oː ŋ1 pʰ u ʔ2
ผีเสื้อ 1.0	pʰ iː5 s ɯ a̯3
ผีเสื้อกลางคืน 1.0	pʰ iː5 s ɯ a̯3 k l aː ŋ1 kʰ ɯː n1
ผีเสื้อราตรี 1.0	pʰ iː5 s ɯ a̯3 r aː1 t r iː1
ผีไม่มีศาล 1.0	pʰ iː5 m a j3 m iː1 s aː n5
ผึ้ง 1.0	pʰ ɯ ŋ3
ผึ้งราชินี 1.0	pʰ ɯ ŋ3 r aː1 t͡ɕʰ i4 n iː1
ผืน 1.0	pʰ ɯː n5
ผื่น 1.0	pʰ ɯː n2
ผุ 1.0	pʰ u ʔ2
ผุด 1.0	pʰ u t̚2
ผูก 1.0	pʰ uː k̚2
ผูกพัน 1.0	pʰ uː k̚2 pʰ a n1
ผูกพันธ์ 1.0	pʰ uː k̚2 pʰ a n1
ผู้ 1.0	pʰ uː3
ผู้กระหายสงคราม 1.0	pʰ uː3 k r a2 h aː j5 s o ŋ5 kʰ r aː m1
ผู้กำกับ 1.0	pʰ uː3 k a m1 k a p̚2
ผู้ก่อการร้าย 1.0	pʰ uː3 k ɔː2 k aː n1 r aː j4
ผู้ขับ 1.0	pʰ uː3 kʰ a p̚2
ผู้คน 1.0	pʰ uː3 kʰ o n1
ผู้คุม 1.0	pʰ uː3 kʰ u m1
ผู้จัดการ 1.0	pʰ uː3 t͡ɕ a t̚2 k aː n1
ผู้จำหน่าย 1.0	pʰ uː3 t͡ɕ a m1 n aː j2
ผู้ชม 1.0	pʰ uː3 t͡ɕʰ o m1
ผู้ชาย 1.0	pʰ uː3 t͡ɕʰ aː j1
ผู้ช่วย 1.0	pʰ uː3 t͡ɕʰ u a̯ j3
ผู้ช่วยศาสตราจารย์ 1.0	pʰ uː3 t͡ɕʰ u a̯ j3 s aː t̚2 t r aː1 t͡ɕ aː n1
ผู้ดี 1.0	pʰ uː3 d iː1
ผู้ดีตีนแดง 1.0	pʰ uː3 d iː1 t iː n1 d ɛː ŋ1
ผู้ดูแล 1.0	pʰ uː3 d uː1 l ɛː1
ผู้ต้องสงสัย 1.0	pʰ uː3 t ɔ ŋ3 s o ŋ5 s a j5
ผู้ต้องหา 1.0	pʰ uː3 t ɔ ŋ3 h aː5
ผู้ทรยศ 1.0	pʰ uː3 tʰ ɔː1 r a4 j o t̚4
ผู้ทำนาย 1.0	pʰ uː3 tʰ a m1 n aː j1
ผู้นำ 1.0	pʰ uː3 n a m1
ผู้บรรยาย 1.0	pʰ uː3 b a n1 j aː j1
ผู้บริหาร 1.0	pʰ uː3 b ɔː1 r i4 h aː n5
ผู้บริโภค 1.0	pʰ uː3 b ɔː1 r i4 pʰ oː k̚3
ผู้บัญชาการ 1.0	pʰ uː3 b a n1 t͡ɕʰ aː1 k aː n1
ผู้ปกครอง 1.0	pʰ uː3 p o k̚2 kʰ r ɔː ŋ1
ผู้ประกอบการ 1.0	pʰ uː3 p r a2 k ɔː p̚2 k aː n1
ผู้ประกาศ 1.0	pʰ uː3 p r a2 k aː t̚2
ผู้ประศาสน์การ 1.0	pʰ uː3 p r a2 s aː t̚2 k aː n1
ผู้ประสบภัย 1.0	pʰ uː3 p r a2 s o p̚2 pʰ a j1
ผู้ป่วย 1.0	pʰ uː3 p u a̯ j2
ผู้ผลิต 1.0	pʰ uː3 pʰ a2 l i t̚2
ผู้พิพากษา 1.0	pʰ uː3 pʰ i4 pʰ aː k̚3 s aː5
ผู้พิมพ์ 1.0	pʰ uː3 pʰ i m1
ผู้ฟัง 1.0	pʰ uː3 f a ŋ1
ผู้มีอำนาจ 1.0	pʰ uː3 m iː1 ʔ a m1 n aː t̚3
ผู้ย่อยสลาย 1.0	pʰ uː3 j ɔ j3 s a2 l aː j5
ผู้รอดชีวิต 1.0	pʰ uː3 r ɔː t̚3 t͡ɕʰ iː1 w i t̚4
ผู้รับ 1.0	pʰ uː3 r a p̚4
ผู้รับบุตรบุญธรรม 1.0	pʰ uː3 r a p̚4 b u t̚2 b u n1 tʰ a m1
ผู้รับพินัยกรรม 1.0	pʰ uː3 r a p̚4 pʰ i4 n a j1 k a m1
ผู้ริเริ่ม 1.0	pʰ uː3 r i4 r ɤː m3
ผู้รุกราน 1.0	pʰ uː3 r u k̚4 r aː n1
ผู้ร้าย 1.0	pʰ uː3 r aː j4
ผู้ลี้ภัย 1.0	pʰ uː3 l iː4 pʰ a j1
ผู้ล่า 1.0	pʰ uː3 l aː3
ผู้วินิจฉัย 1.0	pʰ uː3 w i4 n i t̚4 t͡ɕʰ a j5
ผู้ว่าการ 1.0	pʰ uː3 ʔ a m1 n u a̯ j1 k aː n1
ผู้ว่าราชการ 1.0	pʰ uː3 w aː3 r aː t̚3 t͡ɕʰ a4 k aː n1
ผู้สนับสนุน 1.0	pʰ uː3 s a2 n a p̚2 s a2 n u n5
ผู้สมัคร 1.0	pʰ uː3 s a2 m a k̚2
ผู้สอบบัญชี 1.0	pʰ uː3 s ɔː p̚2 b a n1 t͡ɕʰ iː1
ผู้สังหาร 1.0	pʰ uː3 s a ŋ5 h aː n5
ผู้สำเร็จราชการ 1.0	pʰ uː3 s a m5 r e t̚2 r aː t̚3 t͡ɕʰ a4 k aː n1
ผู้สำเร็จราชการแทนพระองค์ 1.0	pʰ uː3 s a m5 r e t̚2 r aː t̚3 t͡ɕʰ a4 k aː n1 tʰ ɛː n1 pʰ r a4 ʔ o ŋ1
ผู้สืบสันดาน 1.0	pʰ uː3 s ɯː p̚2 s a n5 d aː n1
ผู้หญิง 1.0	pʰ uː3 j i ŋ5
ผู้หญิงยิงเรือ 1.0	pʰ uː3 j i ŋ5 j i ŋ1 r ɯ a̯1
ผู้หญิงหากิน 1.0	pʰ uː3 j i ŋ5 h aː5 k i n1
ผู้หลักผู้ใหญ่ 1.0	pʰ uː3 l a k̚2 pʰ uː3 j a j2
ผู้อพยพ 1.0	pʰ uː3 ʔ o p̚2 pʰ a4 j o p̚4
ผู้ออกแบบ 1.0	pʰ uː3 ʔ ɔː k̚2 b ɛː p̚2
ผู้อำนวยการ 1.0	pʰ uː3 ʔ a m1 n u a̯ j1 k aː n1
ผู้อ่าน 1.0	pʰ uː3 ʔ aː n2
ผู้เข้าร่วม 1.0	pʰ uː3 kʰ a w3 r u a̯ m3
ผู้เฒ่า 1.0	pʰ uː3 tʰ a w3
ผู้เยาว์ 1.0	pʰ uː3 j a w1
ผู้เรียน 1.0	pʰ uː3 r i a̯ n1
ผู้เลือกตั้ง 1.0	pʰ uː3 l ɯ a̯ k̚3 t a ŋ3
ผู้เสียหาย 1.0	pʰ uː3 s i a̯5 h aː j5
ผู้แต่ง 1.0	pʰ uː3 t ɛː ŋ2
ผู้แทน 1.0	pʰ uː3 tʰ ɛː n1
ผู้แทนโดยชอบธรรม 1.0	pʰ uː3 tʰ ɛː n1 d oː j1 t͡ɕʰ ɔː p̚3 tʰ a m1
ผู้แปล 1.0	pʰ uː3 p l ɛː1
ผู้โดยสาร 1.0	pʰ uː3 d oː j1 s aː n5
ผู้ใช้ 1.0	pʰ uː3 t͡ɕʰ a j4
ผู้ใด 1.0	pʰ uː3 d a j1
ผู้ใหญ่ 1.0	pʰ uː3 j a j2
ผู้ใหญ่บ้าน 1.0	pʰ uː3 j a j2 b aː n3
ผู้ให้ 1.0	pʰ uː3 h a j3
ผู้ไท 1.0	pʰ uː3 tʰ a j1
ผไท 1.0	pʰ a2 tʰ a j1
ผ่อง 1.0	pʰ ɔ ŋ2
ผ่องใส 1.0	pʰ ɔ ŋ2 s a j5
ผ่อน 1.0	pʰ ɔ n2
ผ่า 1.0	pʰ aː2
ผ่าตัด 1.0	pʰ aː2 t a t̚2
ผ่าน 1.0	pʰ aː n2
ผ่าเหล่า 1.0	pʰ aː2 l a w2
ผ้า 1.0	pʰ aː3
ผ้ากันเปื้อน 1.0	pʰ aː3 k a n1 p ɯ a̯ n3
ผ้าขนหนู 1.0	pʰ aː3 kʰ o n5 n uː5
ผ้าขี้ริ้ว 1.0	pʰ aː3 kʰ iː3 r i w4
ผ้านวม 1.0	pʰ aː3 n u a̯ m1
ผ้านุ่ง 1.0	pʰ aː3 n u ŋ3
ผ้าปิดจมูก 1.0	pʰ aː3 p i t̚2 t͡ɕ a2 m uː k̚2
ผ้าปูที่นอน 1.0	pʰ aː3 p uː1 tʰ iː3 n ɔː n1
ผ้าปูเตียง 1.0	pʰ aː3 p uː1 t i a̯ ŋ1
ผ้าปูโต๊ะ 1.0	pʰ aː3 p uː1 t o ʔ4
ผ้าฝ้าย 1.0	pʰ aː3 f aː j3
ผ้าพัน 1.0	pʰ aː3 pʰ a n1
ผ้าพันคอ 1.0	pʰ aː3 pʰ a n1 kʰ ɔː1
ผ้าพันแผล 1.0	pʰ aː3 pʰ a n1 pʰ l ɛː5
ผ้าม่าน 1.0	pʰ aː3 m aː n3
ผ้าห่ม 1.0	pʰ aː3 h o m2
ผ้าอนามัย 1.0	pʰ aː3 ʔ a2 n aː1 m a j1
ผ้าอ้อม 1.0	pʰ aː3 ʔ ɔː m3
ผ้าเช็ดตัว 1.0	pʰ aː3 t͡ɕʰ e t̚4 t u a̯1
ผ้าเช็ดปาก 1.0	pʰ aː3 t͡ɕʰ e t̚4 p aː k̚2
ผ้าเช็ดหน้า 1.0	pʰ aː3 t͡ɕʰ e t̚4 n aː3
ผ้าเตี่ยว 1.0	pʰ aː3 t i a̯ w2
ผ้าโพกหัว 1.0	pʰ aː3 pʰ oː k̚3 h u a̯5
ผ้าใบ 1.0	pʰ aː3 b a j1
ผ้าไหม 1.0	pʰ aː3 m a j5
ฝ 1.0	f ɔː5
ฝน 1.0	f o n5
ฝนกรด 1.0	f o n5 k r o t̚2
ฝนดาวตก 1.0	f o n5 d aː w1 t o k̚2
ฝนตกไม่ทั่วฟ้า 1.0	f o n5 t o k̚2 m a j3 tʰ u a̯3 f aː4
ฝรั่ง 1.0	f a2 r a ŋ2
ฝรั่ง 1.0	f a4 r a ŋ2
ฝรั่งขี้นก 1.0	f a2 r a ŋ2 kʰ iː3 n o k̚4
ฝรั่งอั้งม้อ 1.0	f a2 r a ŋ2 ʔ a ŋ3 m ɔː4
ฝรั่งเศษ 1.0	f a2 r a ŋ2 s eː t̚2
ฝรั่งเศส 1.0	f a2 r a ŋ2 s eː t̚2
ฝอย 1.0	f ɔ j5
ฝอยทอง 1.0	f ɔ j5 tʰ ɔː ŋ1
ฝัก 1.0	f a k̚2
ฝักบัว 1.0	f a k̚2 b u a̯1
ฝักบัวล้างก้น 1.0	f a k̚2 b u a̯1 l aː ŋ4 k o n3
ฝักใฝ่ 1.0	f a k̚2 f a j2
ฝัง 1.0	f a ŋ5
ฝังเข็ม 1.0	f a ŋ5 kʰ e m5
ฝัด 1.0	f a t̚2
ฝัน 1.0	f a n5
ฝันดี 1.0	f a n5 d iː1
ฝันร้าย 1.0	f a n5 r aː j4
ฝันเปียก 1.0	f a n5 p i a̯ k̚2
ฝั่ง 1.0	f a ŋ2
ฝา 1.0	f aː5
ฝาก 1.0	f aː k̚2
ฝากผีฝากไข้ 1.0	f aː k̚2 pʰ iː5 f aː k̚2 kʰ a j3
ฝากล่องเสียง 1.0	f aː5 k l ɔ ŋ2 s i a̯ ŋ5
ฝาง 1.0	f aː ŋ5
ฝาด 1.0	f aː t̚2
ฝาน 1.0	f aː n5
ฝาย 1.0	f aː j5
ฝาแฝด 1.0	f aː5 f ɛː t̚2
ฝิ่น 1.0	f i n2
ฝี 1.0	f iː5
ฝีดาษ 1.0	f iː5 d aː t̚2
ฝีมือ 1.0	f iː5 m ɯː1
ฝีเท้า 1.0	f iː5 tʰ aː w4
ฝึก 1.0	f ɯ k̚2
